location,total_sqft,bhk,bath,balcony,age_years,furnishing,parking,price_lakhs
Indiranagar,1003,2,2,1,3.1,Unfurnished,1,98.2
Whitefield,732,1,1,2,2.4,Unfurnished,1,45.2
Koramangala,1581,3,3,3,1.4,Furnished,1,198.99
Koramangala,2193,4,4,2,16.3,Unfurnished,1,208.69
Sarjapur Road,2744,5,4,1,12.8,Unfurnished,1,137.27
Jayanagar,952,2,2,1,1.3,Unfurnished,1,77.89
Koramangala,1240,2,1,0,2.6,Unfurnished,1,133.04
Marathahalli,2025,4,5,3,8.6,Semi-Furnished,1,120.04
Indiranagar,1094,2,2,1,1.4,Unfurnished,1,106.33
HSR Layout,1525,3,2,0,5.4,Unfurnished,1,137.26
Marathahalli,1269,2,3,1,7.2,Unfurnished,1,65.9
Jayanagar,746,1,1,2,6.4,Semi-Furnished,1,71.71
HSR Layout,856,2,1,1,7.4,Semi-Furnished,1,78.21
Sarjapur Road,872,2,1,1,7.4,Unfurnished,1,46.47
BTM Layout,1587,3,4,3,20.1,Semi-Furnished,1,104.95
Marathahalli,2090,4,4,1,2.6,Unfurnished,1,124.64
Marathahalli,982,2,1,4,12.7,Semi-Furnished,1,56.81
Marathahalli,1652,3,2,0,0.1,Semi-Furnished,0,99.48
Indiranagar,628,1,2,1,2.0,Furnished,0,77.82
HSR Layout,1508,3,3,1,0.3,Unfurnished,1,106.81
Whitefield,717,1,1,1,6.3,Unfurnished,0,42.93
Jayanagar,2044,4,4,1,0.6,Unfurnished,1,184.65
Jayanagar,1735,3,3,4,11.2,Unfurnished,0,112.88
Indiranagar,1382,3,4,1,6.2,Unfurnished,0,135.55
Sarjapur Road,1599,3,3,0,0.2,Unfurnished,1,96.3
BTM Layout,1715,3,4,1,7.5,Unfurnished,1,122.64
Hebbal,2593,5,5,3,11.9,Furnished,1,171.85
Jayanagar,1448,3,2,3,6.5,Unfurnished,0,117.94
BTM Layout,2271,4,3,1,0.2,Furnished,1,205.53
Indiranagar,1674,3,4,1,11.7,Furnished,1,173.21
JP Nagar,574,1,2,0,7.9,Furnished,1,49.96
Indiranagar,1390,3,3,4,2.9,Furnished,0,148.44
JP Nagar,1193,2,2,1,2.4,Semi-Furnished,1,100.49
Koramangala,1678,3,2,1,3.9,Semi-Furnished,1,182.16
BTM Layout,875,2,1,2,12.1,Unfurnished,1,54.41
Sarjapur Road,1319,3,2,1,1.7,Semi-Furnished,1,78.7
Indiranagar,634,1,2,1,0.6,Furnished,1,67.98
Jayanagar,1144,2,2,3,12.0,Unfurnished,1,87.34
Sarjapur Road,1005,2,2,1,0.2,Unfurnished,0,55.56
Jayanagar,2202,4,5,3,14.5,Semi-Furnished,1,194.01
BTM Layout,943,2,2,0,2.2,Semi-Furnished,0,70.24
Marathahalli,733,2,2,1,4.3,Furnished,1,43.76
HSR Layout,1436,3,3,0,0.9,Unfurnished,1,142.83
Koramangala,1509,3,2,1,14.0,Semi-Furnished,1,168.95
Indiranagar,1009,2,1,0,8.3,Unfurnished,1,93.8
Hebbal,876,2,2,2,15.5,Furnished,1,59.77
HSR Layout,778,2,1,4,6.9,Unfurnished,1,64.77
Jayanagar,2723,5,6,2,1.2,Furnished,1,272.87
Jayanagar,1185,2,2,3,2.2,Unfurnished,0,97.32
Marathahalli,1238,2,2,2,4.0,Unfurnished,1,68.31
BTM Layout,778,1,1,2,5.6,Unfurnished,1,50.12
Sarjapur Road,928,2,2,2,15.7,Unfurnished,0,46.96
HSR Layout,1327,3,3,2,2.9,Semi-Furnished,1,130.43
JP Nagar,1124,2,2,1,7.3,Unfurnished,0,70.59
Hebbal,695,1,1,0,19.5,Unfurnished,0,40.1
Marathahalli,1110,2,2,1,1.0,Unfurnished,1,64.86
Sarjapur Road,300,1,1,2,11.9,Furnished,1,17.08
Indiranagar,470,1,1,0,3.3,Unfurnished,1,48.99
Electronic City,1496,3,4,0,7.9,Unfurnished,1,63.03
BTM Layout,1573,3,3,1,2.1,Semi-Furnished,0,113.5
HSR Layout,2215,4,5,0,2.4,Furnished,1,237.91
JP Nagar,2122,4,4,4,0.2,Furnished,1,193.01
BTM Layout,1550,3,2,1,21.3,Furnished,1,108.33
Whitefield,613,1,1,1,10.1,Unfurnished,0,32.5
BTM Layout,1603,3,3,0,0.6,Furnished,0,139.58
HSR Layout,2147,4,3,3,40.0,Semi-Furnished,1,129.98
Jayanagar,1510,3,3,3,5.6,Furnished,1,132.43
Marathahalli,1460,3,3,2,11.5,Unfurnished,1,81.41
BTM Layout,1062,2,1,1,0.4,Furnished,0,100.77
Whitefield,2173,4,4,3,3.0,Unfurnished,1,135.78
Jayanagar,1540,3,3,2,6.6,Semi-Furnished,1,151.88
Hebbal,2857,5,5,3,0.7,Unfurnished,1,191.94
Hebbal,1251,2,1,1,4.0,Unfurnished,0,77.52
Hebbal,1090,2,2,1,3.5,Semi-Furnished,0,79.11
Indiranagar,953,2,2,1,1.5,Unfurnished,1,99.24
Koramangala,1633,3,4,0,2.1,Semi-Furnished,0,163.84
HSR Layout,845,2,2,2,20.5,Semi-Furnished,1,68.78
JP Nagar,438,1,1,2,2.0,Semi-Furnished,1,34.79
Koramangala,2850,5,4,3,1.4,Unfurnished,1,284.74
Indiranagar,677,1,1,1,4.6,Furnished,1,73.03
Sarjapur Road,1913,4,5,1,6.7,Semi-Furnished,1,118.62
Whitefield,993,2,3,1,7.7,Unfurnished,0,56.94
Sarjapur Road,2009,4,4,1,8.4,Semi-Furnished,0,115.4
Yelahanka,1427,3,4,1,0.2,Unfurnished,1,74.25
JP Nagar,2242,4,4,3,3.0,Unfurnished,0,147.92
Koramangala,2206,4,4,0,8.9,Semi-Furnished,0,232.4
Whitefield,597,1,1,2,14.1,Semi-Furnished,1,32.21
Hebbal,518,1,1,0,5.5,Unfurnished,1,33.75
JP Nagar,848,2,2,0,0.3,Unfurnished,1,58.75
Hebbal,1713,3,4,1,3.0,Furnished,1,134.22
Indiranagar,2189,4,3,1,0.5,Unfurnished,0,208.43
Hebbal,944,2,1,0,8.3,Unfurnished,0,57.16
JP Nagar,1608,3,2,1,0.4,Furnished,1,132.87
Yelahanka,1039,2,3,1,1.2,Unfurnished,0,54.39
JP Nagar,1457,3,3,2,3.2,Semi-Furnished,0,109.47
JP Nagar,2865,5,5,1,3.7,Unfurnished,1,200.49
Marathahalli,939,2,3,3,3.1,Semi-Furnished,1,54.3
Electronic City,998,2,3,0,3.7,Unfurnished,0,36.05
Jayanagar,618,1,1,1,7.5,Furnished,1,57.55
Electronic City,1425,3,3,1,2.8,Unfurnished,1,54.98
HSR Layout,1600,3,3,0,4.8,Semi-Furnished,1,159.65
HSR Layout,1330,2,3,0,2.2,Furnished,0,138.68
Whitefield,937,2,2,0,2.6,Furnished,1,72.43
Koramangala,800,2,3,1,5.7,Unfurnished,1,83.9
Electronic City,1200,3,4,1,4.0,Furnished,0,55.73
JP Nagar,1477,3,3,4,7.7,Unfurnished,1,90.13
Sarjapur Road,501,1,1,3,4.9,Semi-Furnished,1,30.84
Electronic City,1531,3,4,1,9.8,Unfurnished,1,57.15
Sarjapur Road,1520,3,2,1,3.5,Unfurnished,1,80.6
Jayanagar,810,2,1,3,4.1,Unfurnished,1,74.64
Koramangala,328,1,2,1,6.7,Semi-Furnished,1,37.83
Electronic City,1544,3,3,1,1.5,Semi-Furnished,1,73.93
Jayanagar,2120,4,3,1,2.9,Unfurnished,0,181.03
JP Nagar,986,2,2,2,5.9,Semi-Furnished,0,77.69
Hebbal,801,2,1,1,0.2,Furnished,1,73.03
Whitefield,1121,2,3,1,3.4,Semi-Furnished,1,69.41
Electronic City,1691,3,3,0,5.5,Semi-Furnished,0,71.4
HSR Layout,1092,2,2,0,20.5,Furnished,1,92.22
Koramangala,923,2,2,0,12.6,Semi-Furnished,0,91.22
Indiranagar,1507,3,3,0,2.0,Unfurnished,1,145.15
Koramangala,1295,3,2,0,4.2,Semi-Furnished,1,125.76
JP Nagar,1209,2,3,0,0.3,Unfurnished,0,84.52
BTM Layout,1062,2,1,1,1.7,Semi-Furnished,1,89.37
HSR Layout,1235,3,4,3,8.9,Furnished,1,128.51
BTM Layout,555,1,2,2,0.8,Unfurnished,0,40.75
Koramangala,669,1,1,3,1.8,Unfurnished,1,69.36
Jayanagar,2050,4,4,1,17.3,Unfurnished,1,130.73
Indiranagar,559,1,1,0,10.4,Unfurnished,1,50.18
Yelahanka,1316,3,3,2,9.1,Semi-Furnished,0,67.87
Sarjapur Road,2185,4,4,1,12.0,Semi-Furnished,1,109.86
Marathahalli,953,2,2,2,8.3,Unfurnished,1,54.53
HSR Layout,727,2,1,0,0.8,Furnished,1,68.72
Yelahanka,1444,3,4,1,4.4,Unfurnished,1,71.04
Indiranagar,2247,4,4,0,3.5,Furnished,1,264.33
BTM Layout,2042,4,4,0,2.2,Unfurnished,0,135.39
Jayanagar,1761,3,2,2,10.8,Semi-Furnished,0,167.14
HSR Layout,664,1,1,2,3.7,Unfurnished,0,54.74
Marathahalli,1551,3,3,1,0.4,Unfurnished,1,86.4
Marathahalli,1031,2,2,0,1.9,Furnished,0,68.05
Electronic City,1040,2,2,0,1.6,Semi-Furnished,1,45.87
Yelahanka,560,1,1,2,13.1,Furnished,1,26.55
Koramangala,1005,2,2,1,6.3,Semi-Furnished,1,100.94
Hebbal,1580,3,3,0,4.9,Furnished,1,131.44
JP Nagar,910,2,1,4,4.2,Furnished,1,76.05
JP Nagar,889,2,3,1,6.3,Semi-Furnished,1,77.93
Jayanagar,882,2,2,2,8.4,Semi-Furnished,1,73.43
Jayanagar,2407,4,5,2,4.8,Furnished,0,239.8
Indiranagar,1580,3,3,0,16.7,Unfurnished,0,134.7
JP Nagar,1096,2,2,2,22.6,Furnished,0,73.85
Koramangala,441,1,1,0,32.2,Semi-Furnished,1,35.2
Jayanagar,1144,2,3,1,6.6,Semi-Furnished,1,89.46
Koramangala,2083,4,5,0,16.2,Unfurnished,0,195.93
Indiranagar,1532,3,3,2,3.1,Semi-Furnished,0,166.14
Yelahanka,1354,3,4,3,11.8,Unfurnished,1,55.49
Whitefield,1524,3,3,4,14.4,Furnished,0,89.89
Hebbal,986,2,2,2,14.1,Semi-Furnished,1,62.76
Koramangala,1385,3,4,1,10.7,Unfurnished,0,136.85
Whitefield,1610,3,2,0,3.1,Furnished,1,109.18
Jayanagar,369,1,2,0,1.0,Semi-Furnished,1,37.57
Whitefield,1135,2,3,1,2.4,Furnished,1,78.65
Koramangala,1603,3,3,1,8.7,Unfurnished,0,138.96
Hebbal,1968,4,5,1,1.6,Semi-Furnished,0,138.69
Whitefield,927,2,2,4,3.9,Semi-Furnished,1,57.04
JP Nagar,2067,4,4,0,5.0,Semi-Furnished,1,166.38
Whitefield,1542,3,4,2,5.6,Unfurnished,1,88.25
Koramangala,1027,2,2,2,16.5,Unfurnished,1,97.48
Hebbal,665,1,1,0,6.5,Furnished,0,47.08
Koramangala,864,1,2,1,9.3,Unfurnished,1,84.75
Electronic City,1424,3,4,1,5.2,Furnished,1,67.81
HSR Layout,793,2,2,0,10.8,Unfurnished,1,62.38
Koramangala,1174,2,2,1,1.8,Furnished,1,157.76
JP Nagar,1752,3,3,2,1.4,Semi-Furnished,0,127.97
Koramangala,1559,3,3,1,15.6,Semi-Furnished,1,152.52
JP Nagar,437,1,1,2,7.1,Unfurnished,1,33.12
BTM Layout,1031,2,3,3,6.7,Furnished,1,88.7
HSR Layout,882,2,2,0,3.8,Semi-Furnished,0,90.61
BTM Layout,1596,3,3,3,2.8,Semi-Furnished,1,125.01
HSR Layout,1297,3,4,0,4.9,Unfurnished,0,107.15
Sarjapur Road,1005,2,3,2,0.8,Semi-Furnished,1,70.67
Electronic City,1349,3,2,0,3.6,Furnished,0,67.58
Hebbal,1519,3,3,1,3.6,Unfurnished,1,101.68
Jayanagar,1445,3,2,3,4.6,Semi-Furnished,1,128.71
HSR Layout,1527,3,3,4,6.0,Unfurnished,0,129.53
Yelahanka,1053,2,3,3,18.9,Furnished,1,52.81
Hebbal,902,2,3,2,6.3,Furnished,1,64.92
Whitefield,1594,3,2,0,12.9,Unfurnished,1,96.05
Indiranagar,1493,3,3,2,4.9,Unfurnished,0,136.07
Hebbal,1352,3,3,3,5.9,Semi-Furnished,1,98.19
Yelahanka,1386,2,2,1,0.4,Unfurnished,1,79.0
Sarjapur Road,2171,4,4,1,0.9,Semi-Furnished,1,124.48
Hebbal,1477,3,2,2,5.2,Unfurnished,1,103.16
Sarjapur Road,812,1,1,1,3.0,Semi-Furnished,0,43.66
Hebbal,1326,2,1,2,9.6,Unfurnished,1,87.22
Koramangala,1478,3,4,0,4.7,Unfurnished,1,156.08
Electronic City,1552,3,4,0,12.8,Unfurnished,1,65.5
JP Nagar,902,2,3,1,21.5,Semi-Furnished,1,66.82
Yelahanka,2078,4,4,0,1.0,Semi-Furnished,1,106.63
Whitefield,1020,2,2,1,3.0,Unfurnished,1,66.0
HSR Layout,1078,2,2,0,6.6,Semi-Furnished,1,111.43
Sarjapur Road,2150,4,3,1,2.2,Furnished,1,137.52
Jayanagar,2184,4,4,2,1.9,Unfurnished,1,183.34
HSR Layout,1536,3,4,3,10.1,Furnished,1,150.14
HSR Layout,1918,4,4,1,23.6,Semi-Furnished,1,150.5
Indiranagar,459,1,1,3,8.9,Unfurnished,0,37.09
HSR Layout,2018,4,4,0,4.4,Unfurnished,1,187.88
HSR Layout,1008,2,3,2,3.5,Semi-Furnished,1,84.6
Whitefield,1208,2,1,0,4.7,Semi-Furnished,1,72.04
JP Nagar,876,2,2,2,3.7,Unfurnished,0,61.01
HSR Layout,996,2,3,0,4.2,Furnished,0,111.22
JP Nagar,1193,2,2,1,1.4,Semi-Furnished,0,88.23
JP Nagar,1005,2,1,2,14.0,Unfurnished,1,68.83
Indiranagar,1119,2,3,2,8.4,Unfurnished,0,100.57
Yelahanka,1029,2,2,0,6.9,Unfurnished,1,51.74
Jayanagar,1539,3,4,0,18.0,Semi-Furnished,1,127.01
BTM Layout,1016,2,1,2,2.0,Semi-Furnished,1,81.98
Indiranagar,1150,2,2,0,0.5,Semi-Furnished,0,112.99
Yelahanka,1268,3,3,1,10.5,Semi-Furnished,1,58.18
Marathahalli,2046,4,4,1,38.7,Unfurnished,1,84.38
Koramangala,1544,3,3,1,5.2,Semi-Furnished,0,157.45
Indiranagar,1130,2,3,3,0.4,Unfurnished,1,113.75
Yelahanka,1724,3,2,0,9.1,Unfurnished,1,81.57
Hebbal,991,2,2,1,0.5,Semi-Furnished,1,80.74
Koramangala,1272,2,2,0,4.7,Unfurnished,1,137.01
Yelahanka,951,2,2,4,2.0,Furnished,0,50.48
HSR Layout,1699,3,3,2,14.8,Furnished,1,148.79
Hebbal,1173,2,3,0,3.6,Semi-Furnished,1,97.9
Indiranagar,463,1,1,1,13.7,Unfurnished,1,36.22
BTM Layout,1096,2,1,0,2.1,Unfurnished,1,74.88
Koramangala,2092,4,4,1,2.9,Unfurnished,0,217.85
HSR Layout,1594,3,2,4,17.6,Semi-Furnished,0,145.09
Whitefield,1017,2,2,2,1.3,Furnished,0,67.97
Electronic City,1454,3,3,0,5.2,Semi-Furnished,0,63.33
Jayanagar,1705,3,4,2,3.0,Semi-Furnished,0,141.11
Koramangala,1485,3,3,1,8.9,Semi-Furnished,1,159.42
JP Nagar,1174,2,1,0,0.8,Furnished,1,94.77
Whitefield,2066,4,4,1,3.4,Unfurnished,1,114.86
HSR Layout,1300,2,2,2,7.2,Furnished,1,139.38
Koramangala,1398,3,4,1,3.1,Semi-Furnished,1,154.48
Whitefield,508,1,2,4,0.4,Unfurnished,1,33.16
Indiranagar,1279,2,1,2,7.3,Furnished,0,133.55
HSR Layout,983,2,2,0,4.2,Furnished,1,92.76
Jayanagar,1740,3,3,0,0.1,Semi-Furnished,0,166.56
HSR Layout,734,1,1,2,5.7,Furnished,0,66.05
Jayanagar,1477,3,2,2,15.1,Unfurnished,1,106.08
Marathahalli,778,2,2,1,0.7,Unfurnished,1,44.43
Whitefield,1497,3,2,1,5.4,Unfurnished,1,92.48
Jayanagar,1515,3,3,3,7.8,Semi-Furnished,1,126.01
Sarjapur Road,1675,3,3,2,0.4,Semi-Furnished,0,91.06
Jayanagar,1738,3,4,0,0.1,Unfurnished,1,152.78
Yelahanka,1397,3,3,2,3.7,Semi-Furnished,0,69.22
Koramangala,1170,2,3,3,9.4,Unfurnished,0,108.89
JP Nagar,1615,3,4,1,1.1,Unfurnished,0,119.34
JP Nagar,1211,2,3,2,10.9,Unfurnished,1,77.31
Jayanagar,1575,3,3,1,6.4,Unfurnished,1,112.08
Sarjapur Road,1209,3,4,1,2.4,Unfurnished,1,78.09
Indiranagar,1027,2,2,1,4.4,Unfurnished,1,98.61
Whitefield,877,2,3,3,20.2,Unfurnished,1,45.79
JP Nagar,1020,2,1,1,1.5,Unfurnished,1,71.33
JP Nagar,1647,3,2,3,4.2,Unfurnished,1,126.67
Indiranagar,2146,4,4,0,5.9,Furnished,1,229.48
Koramangala,1672,3,4,1,0.9,Unfurnished,1,144.58
Whitefield,1551,3,4,4,0.3,Semi-Furnished,1,98.73
Koramangala,1905,4,5,2,0.1,Unfurnished,1,201.9
JP Nagar,300,1,1,1,2.4,Unfurnished,1,21.77
Jayanagar,1072,2,3,1,0.5,Unfurnished,1,91.58
Koramangala,1468,3,4,1,9.8,Furnished,1,164.94
HSR Layout,1353,3,3,2,35.5,Unfurnished,1,84.06
Whitefield,1845,4,5,2,0.4,Semi-Furnished,1,119.66
Koramangala,940,2,1,1,3.4,Semi-Furnished,0,89.13
Yelahanka,571,1,2,0,0.2,Unfurnished,1,25.05
Sarjapur Road,1150,2,1,1,0.9,Furnished,1,76.18
JP Nagar,1078,2,1,3,2.3,Unfurnished,0,76.8
Whitefield,1291,2,2,1,3.0,Unfurnished,1,80.68
BTM Layout,1345,3,2,2,16.9,Unfurnished,1,81.97
JP Nagar,732,1,1,0,3.0,Unfurnished,0,47.14
JP Nagar,1507,3,3,1,4.1,Unfurnished,0,90.7
HSR Layout,1154,2,3,2,1.7,Semi-Furnished,1,107.61
HSR Layout,1435,3,3,1,0.0,Unfurnished,1,135.22
Koramangala,761,1,1,0,13.8,Semi-Furnished,0,82.1
Whitefield,1094,2,1,3,0.5,Unfurnished,1,65.97
Indiranagar,498,1,1,0,20.0,Furnished,1,44.63
Koramangala,2798,5,5,2,0.8,Unfurnished,1,276.75
Jayanagar,1464,3,4,0,5.6,Semi-Furnished,1,123.57
Hebbal,1123,2,1,3,40.0,Semi-Furnished,0,53.69
Jayanagar,873,2,2,3,0.9,Unfurnished,1,79.71
Whitefield,2096,4,5,1,3.3,Unfurnished,1,136.09
Sarjapur Road,1109,2,2,1,9.1,Unfurnished,1,57.05
Sarjapur Road,1055,2,3,1,0.2,Unfurnished,1,61.11
JP Nagar,1702,3,3,0,7.0,Unfurnished,0,109.22
Sarjapur Road,2216,4,5,3,0.5,Semi-Furnished,0,115.58
Jayanagar,599,1,1,1,1.6,Unfurnished,0,54.56
Sarjapur Road,1083,2,3,0,1.0,Semi-Furnished,0,53.52
Electronic City,2144,4,3,1,14.3,Unfurnished,1,72.28
HSR Layout,1110,2,3,0,1.2,Furnished,1,136.32
Indiranagar,326,1,1,0,0.2,Unfurnished,0,30.96
Indiranagar,1455,3,3,4,5.3,Unfurnished,0,121.93
Indiranagar,1877,4,3,1,2.5,Unfurnished,0,183.1
Marathahalli,1242,2,3,4,3.1,Unfurnished,1,75.84
JP Nagar,2791,5,4,1,0.8,Semi-Furnished,1,203.34
Marathahalli,1471,3,3,1,8.3,Semi-Furnished,1,83.16
Indiranagar,735,1,2,2,5.5,Semi-Furnished,1,81.17
JP Nagar,2863,5,4,1,2.7,Semi-Furnished,1,213.58
Yelahanka,881,2,1,1,1.1,Furnished,0,50.44
HSR Layout,1039,2,2,3,5.4,Semi-Furnished,1,108.06
Yelahanka,1450,3,2,0,9.0,Unfurnished,1,55.92
Koramangala,788,2,2,1,2.2,Unfurnished,1,80.16
Koramangala,496,1,1,1,0.2,Unfurnished,1,53.49
BTM Layout,572,1,1,1,1.4,Semi-Furnished,1,38.34
Koramangala,1033,2,2,0,6.9,Unfurnished,0,95.86
Jayanagar,1878,4,3,0,27.1,Semi-Furnished,0,139.78
BTM Layout,1673,3,2,1,0.1,Unfurnished,1,114.04
Hebbal,2785,5,5,1,2.2,Furnished,0,193.83
Whitefield,1056,2,2,0,0.4,Furnished,0,77.74
Indiranagar,1110,2,1,1,2.3,Unfurnished,1,111.0
Whitefield,932,2,2,2,3.1,Furnished,1,64.38
Yelahanka,1118,2,2,2,15.2,Furnished,1,57.45
HSR Layout,995,2,2,0,0.5,Furnished,0,110.31
Indiranagar,1366,3,2,1,9.0,Unfurnished,0,122.91
Sarjapur Road,2186,4,4,2,3.0,Semi-Furnished,1,135.25
Jayanagar,3024,5,4,3,10.0,Unfurnished,1,225.75
Koramangala,1159,2,3,1,4.3,Semi-Furnished,1,113.23
Jayanagar,2238,4,5,4,0.2,Semi-Furnished,1,219.05
Yelahanka,972,2,1,2,17.5,Semi-Furnished,1,48.54
Electronic City,360,1,1,1,0.5,Unfurnished,0,14.82
Koramangala,2324,4,4,1,5.5,Furnished,0,284.03
JP Nagar,1808,3,4,0,12.6,Unfurnished,0,116.59
HSR Layout,1281,2,3,2,0.5,Unfurnished,1,118.35
Jayanagar,1000,2,1,1,4.8,Semi-Furnished,0,95.61
HSR Layout,877,2,3,1,10.4,Furnished,1,86.76
Whitefield,1340,3,4,0,25.8,Furnished,1,75.31
Indiranagar,797,2,2,2,7.7,Semi-Furnished,0,66.69
HSR Layout,2784,5,5,2,2.0,Unfurnished,1,262.83
Indiranagar,841,1,1,0,7.2,Unfurnished,1,74.41
Whitefield,1029,2,3,1,7.3,Unfurnished,1,60.23
JP Nagar,1095,2,2,3,7.2,Unfurnished,1,75.57
Sarjapur Road,1706,3,3,1,11.6,Unfurnished,0,80.97
JP Nagar,989,2,2,2,0.5,Unfurnished,1,73.15
BTM Layout,1805,3,3,1,0.7,Unfurnished,0,123.49
Koramangala,2399,4,3,0,6.1,Furnished,1,309.15
Sarjapur Road,2080,4,4,2,18.5,Semi-Furnished,1,118.92
Indiranagar,1413,3,3,0,3.8,Semi-Furnished,1,152.85
Sarjapur Road,2205,4,5,1,19.4,Unfurnished,0,111.73
Sarjapur Road,1448,3,3,2,16.7,Unfurnished,1,74.67
Hebbal,1327,3,3,4,14.0,Unfurnished,1,84.95
Sarjapur Road,1242,2,2,0,14.4,Unfurnished,1,68.0
Marathahalli,1232,2,2,3,13.7,Semi-Furnished,0,60.27
Koramangala,1073,2,2,2,10.3,Semi-Furnished,1,107.4
HSR Layout,861,2,1,0,7.1,Furnished,0,79.48
Marathahalli,866,2,3,2,0.1,Furnished,0,57.09
Electronic City,2816,5,5,1,0.9,Semi-Furnished,1,138.22
Marathahalli,975,2,2,0,0.9,Unfurnished,0,49.98
Sarjapur Road,549,1,1,1,0.1,Furnished,1,37.63
Indiranagar,1653,3,4,0,0.7,Semi-Furnished,1,171.55
JP Nagar,710,1,1,3,15.1,Semi-Furnished,1,49.26
BTM Layout,807,1,2,4,6.5,Semi-Furnished,0,58.97
Sarjapur Road,901,2,2,1,2.2,Unfurnished,0,53.42
Sarjapur Road,999,2,2,0,9.5,Unfurnished,0,47.36
Jayanagar,1164,2,1,0,4.0,Unfurnished,0,91.88
Sarjapur Road,1567,3,3,0,0.9,Unfurnished,1,80.77
Hebbal,1730,3,2,0,13.0,Unfurnished,1,102.55
Indiranagar,1113,2,2,1,2.5,Unfurnished,1,99.56
Jayanagar,1327,2,3,2,7.2,Furnished,1,130.56
Hebbal,1131,2,2,1,2.1,Semi-Furnished,0,82.86
Koramangala,1659,3,4,2,4.2,Unfurnished,0,174.83
Yelahanka,551,1,2,2,10.2,Unfurnished,1,24.41
Yelahanka,602,1,1,2,1.0,Semi-Furnished,1,33.34
Indiranagar,1637,3,3,1,22.7,Unfurnished,1,133.41
Marathahalli,1292,2,2,1,0.4,Semi-Furnished,0,77.58
JP Nagar,1159,2,2,2,4.6,Furnished,0,86.6
Jayanagar,1038,2,3,1,14.9,Semi-Furnished,0,83.47
Whitefield,2307,4,3,1,17.5,Unfurnished,1,121.23
Whitefield,1771,4,3,3,1.6,Semi-Furnished,0,110.3
HSR Layout,1287,3,2,1,0.9,Unfurnished,1,120.21
BTM Layout,1152,2,2,2,7.7,Unfurnished,1,81.35
Indiranagar,1502,3,3,2,0.3,Semi-Furnished,1,147.6
Yelahanka,2891,5,5,2,4.0,Furnished,0,156.1
Indiranagar,2810,5,5,3,9.5,Unfurnished,1,265.79
Koramangala,1136,2,2,0,4.9,Furnished,0,128.9
JP Nagar,1378,3,4,1,1.2,Unfurnished,1,111.24
Hebbal,1136,2,1,2,4.0,Unfurnished,0,74.14
Electronic City,1199,2,3,2,15.3,Semi-Furnished,0,42.02
HSR Layout,1683,3,3,1,5.8,Unfurnished,1,155.51
Whitefield,1352,2,1,3,7.7,Unfurnished,1,75.9
Jayanagar,2137,4,3,1,2.5,Unfurnished,0,150.46
Yelahanka,641,1,2,3,1.3,Unfurnished,1,31.73
Electronic City,1272,3,3,2,1.8,Unfurnished,0,47.98
Koramangala,2020,4,4,3,4.6,Semi-Furnished,0,225.63
HSR Layout,2071,4,3,1,2.0,Semi-Furnished,1,200.92
BTM Layout,1208,2,2,1,4.7,Furnished,0,88.54
Sarjapur Road,958,2,2,1,7.4,Semi-Furnished,1,57.77
Whitefield,1619,3,4,1,8.0,Semi-Furnished,1,103.93
Hebbal,1050,2,2,1,1.1,Semi-Furnished,1,77.03
HSR Layout,2773,5,4,0,8.3,Furnished,0,245.39
HSR Layout,2137,4,4,2,6.7,Unfurnished,1,174.18
Hebbal,991,2,2,3,0.1,Unfurnished,1,64.86
BTM Layout,986,2,1,4,0.4,Semi-Furnished,1,80.15
Sarjapur Road,344,1,1,1,6.2,Unfurnished,0,15.58
Marathahalli,2063,4,4,1,2.9,Furnished,1,138.03
HSR Layout,978,2,3,0,0.9,Semi-Furnished,1,96.18
JP Nagar,973,2,1,0,0.3,Unfurnished,1,77.95
Koramangala,1113,2,1,1,1.0,Semi-Furnished,1,128.55
Marathahalli,1599,3,3,1,19.0,Unfurnished,1,81.93
HSR Layout,635,1,1,2,7.8,Furnished,0,59.55
Yelahanka,1199,2,2,0,4.5,Furnished,0,59.83
Koramangala,2186,4,3,0,17.0,Semi-Furnished,0,203.32
Indiranagar,2056,4,4,0,5.8,Unfurnished,0,196.39
BTM Layout,1431,3,3,2,7.8,Unfurnished,1,101.5
Electronic City,647,1,1,1,2.0,Semi-Furnished,1,29.13
Jayanagar,1136,2,2,2,5.3,Furnished,1,102.87
Indiranagar,1710,3,2,2,0.9,Unfurnished,1,155.32
Whitefield,1229,2,2,1,3.1,Unfurnished,1,71.6
Whitefield,2019,4,4,4,0.2,Unfurnished,0,118.03
Indiranagar,1485,3,4,1,1.5,Semi-Furnished,1,176.15
BTM Layout,701,1,1,3,0.5,Furnished,1,59.63
Koramangala,2260,4,5,2,2.9,Unfurnished,1,249.12
Sarjapur Road,2241,4,4,0,11.1,Unfurnished,1,108.41
Marathahalli,590,1,2,0,2.8,Semi-Furnished,1,37.11
HSR Layout,1312,3,3,4,10.7,Furnished,1,130.83
Marathahalli,900,2,2,2,6.4,Furnished,1,58.11
Jayanagar,1091,2,2,2,4.3,Semi-Furnished,0,93.15
Hebbal,1101,2,1,0,1.6,Unfurnished,0,73.47
Koramangala,1335,3,3,0,15.3,Unfurnished,1,128.47
Koramangala,2107,4,4,3,0.3,Furnished,1,284.64
BTM Layout,1595,3,3,2,7.0,Furnished,0,103.15
Sarjapur Road,427,1,1,1,5.8,Semi-Furnished,1,26.62
